branch,template_row_date,template_column,template_header_physical_interval,physical_date,physical_t,physical_interval,price,price_role,g0_kwh,geff_kwh,adjustment_surcharge_yuan
4-2,2025-02-02,77,12:40-12:50,2025-02-02,77,12:40-12:50,0.6941,realized,645.8947570715202,645.8947570715202,0.0
4-2,2025-02-02,78,12:50-13:00,2025-02-02,78,12:50-13:00,1.0283,realized,145.83794644471038,145.83794644471038,0.0
4-2,2025-02-02,79,13:00-13:10,2025-02-02,79,13:00-13:10,1.0587,realized,135.05019969904095,135.05019969904095,0.0
4-2,2025-02-02,80,13:10-13:20,2025-02-02,80,13:10-13:20,0.9965,realized,173.0242265847462,173.0242265847462,0.0
4-2,2025-02-02,81,13:20-13:30,2025-02-02,81,13:20-13:30,1.0091,realized,162.07060922896244,162.07060922896244,0.0
4-2,2025-02-02,82,13:30-13:40,2025-02-02,82,13:30-13:40,1.0445,realized,141.86225612161036,141.86225612161036,0.0
4-2,2025-02-02,83,13:40-13:50,2025-02-02,83,13:40-13:50,1.052,realized,0.0,0.0,0.0
4-2,2025-02-02,84,13:50-14:00,2025-02-02,84,13:50-14:00,1.0369,realized,0.0,0.0,0.0
4-2,2025-02-02,85,14:00-14:10,2025-02-02,85,14:00-14:10,1.0441,realized,0.0,0.0,0.0
4-2,2025-02-02,86,14:10-14:20,2025-02-02,86,14:10-14:20,1.0639,realized,0.0,0.0,0.0
4-2,2025-02-02,87,14:20-14:30,2025-02-02,87,14:20-14:30,1.0889,realized,0.0,0.0,0.0
4-2,2025-02-02,88,14:30-14:40,2025-02-02,88,14:30-14:40,1.1026,realized,0.0,0.0,0.0
4-2,2025-02-02,89,14:40-14:50,2025-02-02,89,14:40-14:50,0.9951,realized,0.0,0.0,0.0
4-2,2025-02-02,90,14:50-15:00,2025-02-02,90,14:50-15:00,0.8205,realized,1214.2013748345753,1214.2013748345753,0.0
4-2,2025-02-02,91,15:00-15:10,2025-02-02,91,15:00-15:10,0.7696,realized,1270.199082207001,1270.199082207001,0.0
4-2,2025-02-02,92,15:10-15:20,2025-02-02,92,15:10-15:20,0.8245,realized,1282.4787234723844,1282.4787234723844,0.0
4-2,2025-02-02,93,15:20-15:30,2025-02-02,93,15:20-15:30,0.8914,realized,666.420807558859,666.420807558859,0.0
4-2,2025-02-02,94,15:30-15:40,2025-02-02,94,15:30-15:40,0.8933,realized,659.4443217469947,659.4443217469947,0.0
4-2,2025-02-02,95,15:40-15:50,2025-02-02,95,15:40-15:50,0.9024,realized,698.4690334469174,698.4690334469174,0.0
4-2,2025-02-02,96,15:50-16:00,2025-02-02,96,15:50-16:00,0.9311,realized,722.8070233105541,722.8070233105541,0.0
4-2,2025-02-02,97,16:00-16:10,2025-02-02,97,16:00-16:10,0.9295,realized,762.5924805170444,762.5924805170444,0.0
4-2,2025-02-02,98,16:10-16:20,2025-02-02,98,16:10-16:20,0.9789,realized,783.324569933608,783.324569933608,0.0
4-2,2025-02-02,99,16:20-16:30,2025-02-02,99,16:20-16:30,1.0591,realized,823.4084239253739,823.4084239253739,0.0
4-2,2025-02-02,100,16:30-16:40,2025-02-02,100,16:30-16:40,1.0582,realized,872.5980104000159,872.5980104000159,0.0
4-2,2025-02-02,101,16:40-16:50,2025-02-02,101,16:40-16:50,1.0373,realized,927.2163839858991,927.2163839858991,0.0
4-2,2025-02-02,102,16:50-17:00,2025-02-02,102,16:50-17:00,1.0422,realized,981.5715754961029,981.5715754961029,0.0
4-2,2025-02-02,103,17:00-17:10,2025-02-02,103,17:00-17:10,1.0598,realized,1032.6841635062144,1032.6841635062144,0.0
4-2,2025-02-02,104,17:10-17:20,2025-02-02,104,17:10-17:20,1.0817,realized,1032.026213470656,1032.026213470656,0.0
4-2,2025-02-02,105,17:20-17:30,2025-02-02,105,17:20-17:30,1.0782,realized,1046.2980858290914,1046.2980858290914,0.0
4-2,2025-02-02,106,17:30-17:40,2025-02-02,106,17:30-17:40,1.0433,realized,1088.4589332841201,1088.4589332841201,0.0
4-2,2025-02-02,107,17:40-17:50,2025-02-02,107,17:40-17:50,1.143,realized,948.1510621172874,948.1510621172874,0.0
4-2,2025-02-02,108,17:50-18:00,2025-02-02,108,17:50-18:00,1.3075,realized,711.5056099556848,711.5056099556848,0.0
4-2,2025-02-02,109,18:00-18:10,2025-02-02,109,18:00-18:10,1.2913,realized,696.4558201784522,696.4558201784522,0.0
4-2,2025-02-02,110,18:10-18:20,2025-02-02,110,18:10-18:20,1.2583,realized,726.1543512925945,726.1543512925945,0.0
4-2,2025-02-02,111,18:20-18:30,2025-02-02,111,18:20-18:30,1.2799,realized,710.0218831124167,710.0218831124167,0.0
4-2,2025-02-02,112,18:30-18:40,2025-02-02,112,18:30-18:40,1.2635,realized,707.481130087559,707.481130087559,0.0
4-2,2025-02-02,113,18:40-18:50,2025-02-02,113,18:40-18:50,1.2481,realized,695.7794794205453,695.7794794205453,0.0
4-2,2025-02-02,114,18:50-19:00,2025-02-02,114,18:50-19:00,1.2611,realized,0.0,0.0,0.0
4-2,2025-02-02,115,19:00-19:10,2025-02-02,115,19:00-19:10,1.2809,realized,0.0,0.0,0.0
4-2,2025-02-02,116,19:10-19:20,2025-02-02,116,19:10-19:20,1.2785,realized,0.0,0.0,0.0
4-2,2025-02-02,117,19:20-19:30,2025-02-02,117,19:20-19:30,1.2632,realized,0.0,0.0,0.0
4-2,2025-02-02,118,19:30-19:40,2025-02-02,118,19:30-19:40,1.2665,realized,0.0,0.0,0.0
4-2,2025-02-02,119,19:40-19:50,2025-02-02,119,19:40-19:50,1.254,realized,0.0,0.0,0.0
4-2,2025-02-02,120,19:50-20:00,2025-02-02,120,19:50-20:00,1.2366,realized,0.0,0.0,0.0
4-2,2025-02-02,121,20:00-20:10,2025-02-02,121,20:00-20:10,1.2592,realized,0.0,0.0,0.0
4-2,2025-02-02,122,20:10-20:20,2025-02-02,122,20:10-20:20,1.254,realized,0.0,0.0,0.0
4-2,2025-02-02,123,20:20-20:30,2025-02-02,123,20:20-20:30,1.2362,realized,0.0,0.0,0.0
4-2,2025-02-02,124,20:30-20:40,2025-02-02,124,20:30-20:40,1.2676,realized,0.0,0.0,0.0
4-2,2025-02-02,125,20:40-20:50,2025-02-02,125,20:40-20:50,1.16,realized,709.4694059550507,709.4694059550507,0.0
4-2,2025-02-02,126,20:50-21:00,2025-02-02,126,20:50-21:00,0.9655,realized,745.2497207528218,745.2497207528218,0.0
4-2,2025-02-02,127,21:00-21:10,2025-02-02,127,21:00-21:10,0.9396,realized,727.6621062556825,727.6621062556825,0.0
4-2,2025-02-02,128,21:10-21:20,2025-02-02,128,21:10-21:20,0.9423,realized,693.6554438075524,693.6554438075524,0.0
4-2,2025-02-02,129,21:20-21:30,2025-02-02,129,21:20-21:30,0.9317,realized,709.4640837534407,709.4640837534407,0.0
4-2,2025-02-02,130,21:30-21:40,2025-02-02,130,21:30-21:40,0.9705,realized,749.8877435003583,749.8877435003583,0.0
4-2,2025-02-02,131,21:40-21:50,2025-02-02,131,21:40-21:50,0.76,realized,738.795444867494,738.795444867494,0.0
4-2,2025-02-02,132,21:50-22:00,2025-02-02,132,21:50-22:00,0.4122,realized,1384.3823833443357,1384.3823833443357,0.0
4-2,2025-02-02,133,22:00-22:10,2025-02-02,133,22:00-22:10,0.3735,realized,1360.8242542703256,1360.8242542703256,0.0
4-2,2025-02-02,134,22:10-22:20,2025-02-02,134,22:10-22:20,0.4258,realized,1321.6180402329626,1321.6180402329626,0.0
4-2,2025-02-02,135,22:20-22:30,2025-02-02,135,22:20-22:30,0.4236,realized,1310.658557820802,1310.658557820802,0.0
4-2,2025-02-02,136,22:30-22:40,2025-02-02,136,22:30-22:40,0.4363,realized,1356.4829395965671,1356.4829395965671,0.0
4-2,2025-02-02,137,22:40-22:50,2025-02-02,137,22:40-22:50,0.4193,realized,1374.6299558141363,1374.6299558141363,0.0
4-2,2025-02-02,138,22:50-23:00,2025-02-02,138,22:50-23:00,0.3873,realized,1321.2865447721722,1321.2865447721722,0.0
4-2,2025-02-02,139,23:00-23:10,2025-02-02,139,23:00-23:10,0.4093,realized,1366.0549084929844,1366.0549084929844,0.0
4-2,2025-02-02,140,23:10-23:20,2025-02-02,140,23:10-23:20,0.4166,realized,1384.6887889414065,1384.6887889414065,0.0
4-2,2025-02-02,141,23:20-23:30,2025-02-02,141,23:20-23:30,0.4029,realized,1369.0590939899664,1369.0590939899664,0.0
4-2,2025-02-02,142,23:30-23:40,2025-02-02,142,23:30-23:40,0.4308,realized,1351.5674490422684,1351.5674490422684,0.0
4-2,2025-02-02,143,23:40-23:50,2025-02-02,143,23:40-23:50,0.4514,realized,984.1357266099278,984.1357266099278,0.0
4-2,2025-02-02,144,23:50-0:00+1,2025-02-02,144,23:50-00:00+1,0.4406,realized,1205.266779311718,1205.266779311718,0.0
4-2,2025-02-02,145,0:00-0:10+1,2025-02-03,1,0:00-0:10,0.4231,realized,555.197950645798,555.197950645798,0.0
4-2,2025-02-03,2,0:10-0:20,2025-02-03,2,0:10-0:20,0.4042,realized,543.1041481690296,543.1041481690296,0.0
4-2,2025-02-03,3,0:20-0:30,2025-02-03,3,0:20-0:30,0.404,realized,564.0764398298938,564.0764398298938,0.0
4-2,2025-02-03,4,0:30-0:40,2025-02-03,4,0:30-0:40,0.4367,realized,577.9223316773905,577.9223316773905,0.0
4-2,2025-02-03,5,0:40-0:50,2025-02-03,5,0:40-0:50,0.4177,realized,583.0642521956081,583.0642521956081,0.0
4-2,2025-02-03,6,0:50-1:00,2025-02-03,6,0:50-1:00,0.3709,realized,612.2023556833717,612.2023556833717,0.0
4-2,2025-02-03,7,1:00-1:10,2025-02-03,7,1:00-1:10,0.4008,realized,620.4114830856182,620.4114830856182,0.0
4-2,2025-02-03,8,1:10-1:20,2025-02-03,8,1:10-1:20,0.4071,realized,608.8987678702495,608.8987678702495,0.0
4-2,2025-02-03,9,1:20-1:30,2025-02-03,9,1:20-1:30,0.3844,realized,571.3514032658961,571.3514032658961,0.0
4-2,2025-02-03,10,1:30-1:40,2025-02-03,10,1:30-1:40,0.4296,realized,580.3211676558851,580.3211676558851,0.0
4-2,2025-02-03,11,1:40-1:50,2025-02-03,11,1:40-1:50,0.4636,realized,622.2886216883253,622.2886216883253,0.0
4-2,2025-02-03,12,1:50-2:00,2025-02-03,12,1:50-2:00,0.4511,realized,651.8488208427112,651.8488208427112,0.0
4-2,2025-02-03,13,2:00-2:10,2025-02-03,13,2:00-2:10,0.4437,realized,599.4370144403546,599.4370144403546,0.0
4-2,2025-02-03,14,2:10-2:20,2025-02-03,14,2:10-2:20,0.479,realized,588.805420764222,588.805420764222,0.0
4-2,2025-02-03,15,2:20-2:30,2025-02-03,15,2:20-2:30,0.505,realized,647.1317422522676,647.1317422522676,0.0
4-2,2025-02-03,16,2:30-2:40,2025-02-03,16,2:30-2:40,0.439,realized,617.4546549074398,617.4546549074398,0.0
4-2,2025-02-03,17,2:40-2:50,2025-02-03,17,2:40-2:50,0.4139,realized,638.5092613461496,638.5092613461496,0.0
4-2,2025-02-03,18,2:50-3:00,2025-02-03,18,2:50-3:00,0.4635,realized,704.744846130037,704.744846130037,0.0
4-2,2025-02-03,19,3:00-3:10,2025-02-03,19,3:00-3:10,0.4864,realized,631.7342557331972,631.7342557331972,0.0
4-2,2025-02-03,20,3:10-3:20,2025-02-03,20,3:10-3:20,0.4564,realized,624.2083225107671,624.2083225107671,0.0
4-2,2025-02-03,21,3:20-3:30,2025-02-03,21,3:20-3:30,0.4331,realized,668.8331979142994,668.8331979142994,0.0
4-2,2025-02-03,22,3:30-3:40,2025-02-03,22,3:30-3:40,0.4884,realized,672.5163243768058,672.5163243768058,0.0
4-2,2025-02-03,23,3:40-3:50,2025-02-03,23,3:40-3:50,0.4919,realized,648.4383493919518,648.4383493919518,0.0
4-2,2025-02-03,24,3:50-4:00,2025-02-03,24,3:50-4:00,0.4421,realized,640.3905760400334,640.3905760400334,0.0
4-2,2025-02-03,25,4:00-4:10,2025-02-03,25,4:00-4:10,0.47,realized,639.7806737403168,639.7806737403168,0.0
4-2,2025-02-03,26,4:10-4:20,2025-02-03,26,4:10-4:20,0.5162,realized,639.3547184401447,639.3547184401447,0.0
4-2,2025-02-03,27,4:20-4:30,2025-02-03,27,4:20-4:30,0.5209,realized,665.1489618961084,665.1489618961084,0.0
4-2,2025-02-03,28,4:30-4:40,2025-02-03,28,4:30-4:40,0.4891,realized,670.2053652597211,670.2053652597211,0.0
4-2,2025-02-03,29,4:40-4:50,2025-02-03,29,4:40-4:50,0.485,realized,658.9718664861617,658.9718664861617,0.0
4-2,2025-02-03,30,4:50-5:00,2025-02-03,30,4:50-5:00,0.4985,realized,641.8952355591158,641.8952355591158,0.0
4-2,2025-02-03,31,5:00-5:10,2025-02-03,31,5:00-5:10,0.4617,realized,673.0215807452008,673.0215807452008,0.0
4-2,2025-02-03,32,5:10-5:20,2025-02-03,32,5:10-5:20,0.4288,realized,656.8766533037186,656.8766533037186,0.0
4-2,2025-02-03,33,5:20-5:30,2025-02-03,33,5:20-5:30,0.4191,realized,667.022661928826,667.022661928826,0.0
4-2,2025-02-03,34,5:30-5:40,2025-02-03,34,5:30-5:40,0.4384,realized,889.3293860851851,889.3293860851851,0.0
4-2,2025-02-03,35,5:40-5:50,2025-02-03,35,5:40-5:50,0.6877,realized,752.9664332864654,752.9664332864654,0.0
4-2,2025-02-03,36,5:50-6:00,2025-02-03,36,5:50-6:00,1.0257,realized,829.9911440571642,829.9911440571642,0.0
4-2,2025-02-03,37,6:00-6:10,2025-02-03,37,6:00-6:10,1.0734,realized,825.7777048308355,825.7777048308355,0.0
4-2,2025-02-03,38,6:10-6:20,2025-02-03,38,6:10-6:20,1.0585,realized,843.9712212633333,843.9712212633333,0.0
4-2,2025-02-03,39,6:20-6:30,2025-02-03,39,6:20-6:30,1.0968,realized,850.6855237936094,850.6855237936094,0.0
4-2,2025-02-03,40,6:30-6:40,2025-02-03,40,6:30-6:40,1.0751,realized,853.3460046527354,853.3460046527354,0.0
4-2,2025-02-03,41,6:40-6:50,2025-02-03,41,6:40-6:50,1.0347,realized,821.0329366698015,821.0329366698015,0.0
4-2,2025-02-03,42,6:50-7:00,2025-02-03,42,6:50-7:00,1.0049,realized,750.1522738391752,750.1522738391752,0.0
4-2,2025-02-03,43,7:00-7:10,2025-02-03,43,7:00-7:10,0.9738,realized,742.1526378088217,742.1526378088217,0.0
4-2,2025-02-03,44,7:10-7:20,2025-02-03,44,7:10-7:20,0.9724,realized,722.392936365578,722.392936365578,0.0
4-2,2025-02-03,45,7:20-7:30,2025-02-03,45,7:20-7:30,0.9529,realized,677.9053653470207,677.9053653470207,0.0
4-2,2025-02-03,46,7:30-7:40,2025-02-03,46,7:30-7:40,0.8663,realized,662.3331306243291,662.3331306243291,0.0
4-2,2025-02-03,47,7:40-7:50,2025-02-03,47,7:40-7:50,1.004,realized,695.3957525694218,695.3957525694218,0.0
4-2,2025-02-03,48,7:50-8:00,2025-02-03,48,7:50-8:00,1.2922,realized,60.25788356423868,60.25788356423868,0.0
4-2,2025-02-03,49,8:00-8:10,2025-02-03,49,8:00-8:10,1.3447,realized,54.5538514624252,54.5538514624252,0.0
4-2,2025-02-03,50,8:10-8:20,2025-02-03,50,8:10-8:20,1.3206,realized,24.802407264521662,24.802407264521662,0.0
4-2,2025-02-03,51,8:20-8:30,2025-02-03,51,8:20-8:30,1.3219,realized,0.0,0.0,0.0
4-2,2025-02-03,52,8:30-8:40,2025-02-03,52,8:30-8:40,1.2765,realized,0.0,0.0,0.0
4-2,2025-02-03,53,8:40-8:50,2025-02-03,53,8:40-8:50,1.2084,realized,0.0,0.0,0.0
4-2,2025-02-03,54,8:50-9:00,2025-02-03,54,8:50-9:00,1.176,realized,0.0,0.0,0.0
4-2,2025-02-03,55,9:00-9:10,2025-02-03,55,9:00-9:10,1.2113,realized,0.0,0.0,0.0
4-2,2025-02-03,56,9:10-9:20,2025-02-03,56,9:10-9:20,1.2121,realized,0.0,0.0,0.0
4-2,2025-02-03,57,9:20-9:30,2025-02-03,57,9:20-9:30,1.1749,realized,0.0,0.0,0.0
4-2,2025-02-03,58,9:30-9:40,2025-02-03,58,9:30-9:40,1.1843,realized,166.154072144674,166.154072144674,0.0
4-2,2025-02-03,59,9:40-9:50,2025-02-03,59,9:40-9:50,1.1518,realized,0.0,0.0,0.0
4-2,2025-02-03,60,9:50-10:00,2025-02-03,60,9:50-10:00,1.0736,realized,0.0,0.0,0.0
4-2,2025-02-03,61,10:00-10:10,2025-02-03,61,10:00-10:10,1.049,realized,0.0,0.0,0.0
4-2,2025-02-03,62,10:10-10:20,2025-02-03,62,10:10-10:20,1.0744,realized,0.0,0.0,0.0
4-2,2025-02-03,63,10:20-10:30,2025-02-03,63,10:20-10:30,1.1249,realized,0.0,0.0,0.0
4-2,2025-02-03,64,10:30-10:40,2025-02-03,64,10:30-10:40,1.1434,realized,0.0,0.0,0.0
4-2,2025-02-03,65,10:40-10:50,2025-02-03,65,10:40-10:50,0.9384,realized,121.97381814279379,121.97381814279379,0.0
4-2,2025-02-03,66,10:50-11:00,2025-02-03,66,10:50-11:00,0.6622,realized,921.887581768356,921.887581768356,0.0
4-2,2025-02-03,67,11:00-11:10,2025-02-03,67,11:00-11:10,0.6804,realized,902.8394181305865,902.8394181305865,0.0
4-2,2025-02-03,68,11:10-11:20,2025-02-03,68,11:10-11:20,0.7161,realized,885.9259535488749,885.9259535488749,0.0
4-2,2025-02-03,69,11:20-11:30,2025-02-03,69,11:20-11:30,0.6605,realized,864.0212779722925,864.0212779722925,0.0
4-2,2025-02-03,70,11:30-11:40,2025-02-03,70,11:30-11:40,0.6707,realized,846.6363566405438,846.6363566405438,0.0
4-2,2025-02-03,71,11:40-11:50,2025-02-03,71,11:40-11:50,0.6434,realized,807.3094591994674,807.3094591994674,0.0
4-2,2025-02-03,72,11:50-12:00,2025-02-03,72,11:50-12:00,0.5716,realized,816.6510506369453,816.6510506369453,0.0
4-2,2025-02-03,73,12:00-12:10,2025-02-03,73,12:00-12:10,0.5792,realized,846.0551632555695,846.0551632555695,0.0
4-2,2025-02-03,74,12:10-12:20,2025-02-03,74,12:10-12:20,0.6533,realized,864.489256646142,864.489256646142,0.0
4-2,2025-02-03,75,12:20-12:30,2025-02-03,75,12:20-12:30,0.6925,realized,855.175079734874,855.175079734874,0.0
4-2,2025-02-03,76,12:30-12:40,2025-02-03,76,12:30-12:40,0.6327,realized,796.6923033247009,796.6923033247009,0.0
4-2,2025-02-03,77,12:40-12:50,2025-02-03,77,12:40-12:50,0.7523,realized,490.07118893909137,490.07118893909137,0.0
4-2,2025-02-03,78,12:50-13:00,2025-02-03,78,12:50-13:00,0.9964,realized,97.02674588415607,97.02674588415607,0.0
4-2,2025-02-03,79,13:00-13:10,2025-02-03,79,13:00-13:10,1.0208,realized,105.11575226538227,105.11575226538227,0.0
4-2,2025-02-03,80,13:10-13:20,2025-02-03,80,13:10-13:20,0.9956,realized,130.5083777468808,130.5083777468808,0.0
4-2,2025-02-03,81,13:20-13:30,2025-02-03,81,13:20-13:30,1.0193,realized,107.22025788629867,107.22025788629867,0.0
4-2,2025-02-03,82,13:30-13:40,2025-02-03,82,13:30-13:40,1.0122,realized,111.53249512711534,111.53249512711534,0.0
4-2,2025-02-03,83,13:40-13:50,2025-02-03,83,13:40-13:50,1.0024,realized,0.0,0.0,0.0
4-2,2025-02-03,84,13:50-14:00,2025-02-03,84,13:50-14:00,1.0153,realized,0.0,0.0,0.0
4-2,2025-02-03,85,14:00-14:10,2025-02-03,85,14:00-14:10,1.0397,realized,0.0,0.0,0.0
4-2,2025-02-03,86,14:10-14:20,2025-02-03,86,14:10-14:20,1.0457,realized,0.0,0.0,0.0
4-2,2025-02-03,87,14:20-14:30,2025-02-03,87,14:20-14:30,1.067,realized,0.0,0.0,0.0
4-2,2025-02-03,88,14:30-14:40,2025-02-03,88,14:30-14:40,1.1376,realized,0.0,0.0,0.0
4-2,2025-02-03,89,14:40-14:50,2025-02-03,89,14:40-14:50,1.0383,realized,0.0,0.0,0.0
4-2,2025-02-03,90,14:50-15:00,2025-02-03,90,14:50-15:00,0.8433,realized,1170.2168492856154,1170.2168492856154,0.0
4-2,2025-02-03,91,15:00-15:10,2025-02-03,91,15:00-15:10,0.8556,realized,1230.1541919583292,1230.1541919583292,0.0
4-2,2025-02-03,92,15:10-15:20,2025-02-03,92,15:10-15:20,0.877,realized,798.6786079723381,798.6786079723381,0.0
4-2,2025-02-03,93,15:20-15:30,2025-02-03,93,15:20-15:30,0.8337,realized,592.9372597450649,592.9372597450649,0.0
4-2,2025-02-03,94,15:30-15:40,2025-02-03,94,15:30-15:40,0.8602,realized,610.2583837703048,610.2583837703048,0.0
4-2,2025-02-03,95,15:40-15:50,2025-02-03,95,15:40-15:50,0.9135,realized,667.5251163787905,667.5251163787905,0.0
4-2,2025-02-03,96,15:50-16:00,2025-02-03,96,15:50-16:00,0.9559,realized,716.5067102035297,716.5067102035297,0.0
4-2,2025-02-03,97,16:00-16:10,2025-02-03,97,16:00-16:10,0.9917,realized,750.0144861248581,750.0144861248581,0.0
4-2,2025-02-03,98,16:10-16:20,2025-02-03,98,16:10-16:20,0.9876,realized,769.3536753408846,769.3536753408846,0.0
4-2,2025-02-03,99,16:20-16:30,2025-02-03,99,16:20-16:30,0.9791,realized,823.1894211879036,823.1894211879036,0.0
4-2,2025-02-03,100,16:30-16:40,2025-02-03,100,16:30-16:40,1.0408,realized,859.5230394066796,859.5230394066796,0.0
4-2,2025-02-03,101,16:40-16:50,2025-02-03,101,16:40-16:50,1.0894,realized,903.4079610904736,903.4079610904736,0.0
4-2,2025-02-03,102,16:50-17:00,2025-02-03,102,16:50-17:00,1.0972,realized,956.9303673072825,956.9303673072825,0.0
4-2,2025-02-03,103,17:00-17:10,2025-02-03,103,17:00-17:10,1.1128,realized,1006.8032058914756,1006.8032058914756,0.0
4-2,2025-02-03,104,17:10-17:20,2025-02-03,104,17:10-17:20,1.1065,realized,1012.1133798189886,1012.1133798189886,0.0
4-2,2025-02-03,105,17:20-17:30,2025-02-03,105,17:20-17:30,1.081,realized,1038.8076722397866,1038.8076722397866,0.0
4-2,2025-02-03,106,17:30-17:40,2025-02-03,106,17:30-17:40,1.0906,realized,1074.070664824209,1074.070664824209,0.0
4-2,2025-02-03,107,17:40-17:50,2025-02-03,107,17:40-17:50,1.1796,realized,915.0509757379772,915.0509757379772,0.0
4-2,2025-02-03,108,17:50-18:00,2025-02-03,108,17:50-18:00,1.2907,realized,669.6383863883902,669.6383863883902,0.0
4-2,2025-02-03,109,18:00-18:10,2025-02-03,109,18:00-18:10,1.3113,realized,663.9574018994856,663.9574018994856,0.0
4-2,2025-02-03,110,18:10-18:20,2025-02-03,110,18:10-18:20,1.2989,realized,729.5917763904586,729.5917763904586,0.0
4-2,2025-02-03,111,18:20-18:30,2025-02-03,111,18:20-18:30,1.3003,realized,724.0693015103582,724.0693015103582,0.0
4-2,2025-02-03,112,18:30-18:40,2025-02-03,112,18:30-18:40,1.3038,realized,730.3676592300847,730.3676592300847,0.0
4-2,2025-02-03,113,18:40-18:50,2025-02-03,113,18:40-18:50,1.2861,realized,709.276376536792,709.276376536792,0.0
4-2,2025-02-03,114,18:50-19:00,2025-02-03,114,18:50-19:00,1.259,realized,0.0,0.0,0.0
4-2,2025-02-03,115,19:00-19:10,2025-02-03,115,19:00-19:10,1.2604,realized,0.0,0.0,0.0
4-2,2025-02-03,116,19:10-19:20,2025-02-03,116,19:10-19:20,1.281,realized,0.0,0.0,0.0
4-2,2025-02-03,117,19:20-19:30,2025-02-03,117,19:20-19:30,1.2957,realized,0.0,0.0,0.0
4-2,2025-02-03,118,19:30-19:40,2025-02-03,118,19:30-19:40,1.2883,realized,0.0,0.0,0.0
4-2,2025-02-03,119,19:40-19:50,2025-02-03,119,19:40-19:50,1.2905,realized,0.0,0.0,0.0
4-2,2025-02-03,120,19:50-20:00,2025-02-03,120,19:50-20:00,1.2925,realized,0.0,0.0,0.0
4-2,2025-02-03,121,20:00-20:10,2025-02-03,121,20:00-20:10,1.2534,realized,0.0,0.0,0.0
4-2,2025-02-03,122,20:10-20:20,2025-02-03,122,20:10-20:20,1.2226,realized,0.0,0.0,0.0
4-2,2025-02-03,123,20:20-20:30,2025-02-03,123,20:20-20:30,1.2568,realized,0.0,0.0,0.0
4-2,2025-02-03,124,20:30-20:40,2025-02-03,124,20:30-20:40,1.3325,realized,0.0,0.0,0.0
4-2,2025-02-03,125,20:40-20:50,2025-02-03,125,20:40-20:50,1.1898,realized,704.5092658796449,704.5092658796449,0.0
4-2,2025-02-03,126,20:50-21:00,2025-02-03,126,20:50-21:00,0.9345,realized,712.5153346355968,712.5153346355968,0.0
4-2,2025-02-03,127,21:00-21:10,2025-02-03,127,21:00-21:10,0.9407,realized,710.105169461638,710.105169461638,0.0
4-2,2025-02-03,128,21:10-21:20,2025-02-03,128,21:10-21:20,0.9742,realized,693.5791000232971,693.5791000232971,0.0
4-2,2025-02-03,129,21:20-21:30,2025-02-03,129,21:20-21:30,0.9576,realized,695.2106615236629,695.2106615236629,0.0
4-2,2025-02-03,130,21:30-21:40,2025-02-03,130,21:30-21:40,1.0083,realized,703.8103274752501,703.8103274752501,0.0
4-2,2025-02-03,131,21:40-21:50,2025-02-03,131,21:40-21:50,0.7932,realized,680.2474215116954,680.2474215116954,0.0
4-2,2025-02-03,132,21:50-22:00,2025-02-03,132,21:50-22:00,0.431,realized,1365.6665703395884,1365.6665703395884,0.0
4-2,2025-02-03,133,22:00-22:10,2025-02-03,133,22:00-22:10,0.4127,realized,1347.0529558913413,1347.0529558913413,0.0
4-2,2025-02-03,134,22:10-22:20,2025-02-03,134,22:10-22:20,0.4591,realized,1316.2638452680158,1316.2638452680158,0.0
4-2,2025-02-03,135,22:20-22:30,2025-02-03,135,22:20-22:30,0.4257,realized,1315.6039236396655,1315.6039236396655,0.0
4-2,2025-02-03,136,22:30-22:40,2025-02-03,136,22:30-22:40,0.4447,realized,1342.7744444155937,1342.7744444155937,0.0
4-2,2025-02-03,137,22:40-22:50,2025-02-03,137,22:40-22:50,0.4293,realized,1350.4821353217585,1350.4821353217585,0.0
4-2,2025-02-03,138,22:50-23:00,2025-02-03,138,22:50-23:00,0.3831,realized,1306.0654590951526,1306.0654590951526,0.0
4-2,2025-02-03,139,23:00-23:10,2025-02-03,139,23:00-23:10,0.4118,realized,1353.2204426288772,1353.2204426288772,0.0
4-2,2025-02-03,140,23:10-23:20,2025-02-03,140,23:10-23:20,0.4357,realized,1367.382895616225,1367.382895616225,0.0
4-2,2025-02-03,141,23:20-23:30,2025-02-03,141,23:20-23:30,0.417,realized,1340.2284420375736,1340.2284420375736,0.0
4-2,2025-02-03,142,23:30-23:40,2025-02-03,142,23:30-23:40,0.4004,realized,1308.7353606343447,1308.7353606343447,0.0
4-2,2025-02-03,143,23:40-23:50,2025-02-03,143,23:40-23:50,0.4012,realized,757.4699432169231,757.4699432169231,0.0
4-2,2025-02-03,144,23:50-0:00+1,2025-02-03,144,23:50-00:00+1,0.4074,realized,1240.8827802491926,1240.8827802491926,0.0
4-2,2025-02-03,145,0:00-0:10+1,2025-02-04,1,0:00-0:10,0.4005,realized,591.6307626850828,591.6307626850828,0.0
4-2,2025-02-04,2,0:10-0:20,2025-02-04,2,0:10-0:20,0.4108,realized,597.894750882187,597.894750882187,0.0
4-2,2025-02-04,3,0:20-0:30,2025-02-04,3,0:20-0:30,0.4217,realized,855.3735161730075,855.3735161730075,0.0
4-2,2025-02-04,4,0:30-0:40,2025-02-04,4,0:30-0:40,0.3879,realized,619.6295823883164,619.6295823883164,0.0
